,rating,genre,year,score,votes,budget,gross,runtime,month,continent
638,PG,Adventure,2005,6.7,61000.0,10000000.0,27610873.0,118.0,May,North_America
639,PG_13,Comedy,1998,5.4,93000.0,71500000.0,294456605.0,85.0,June,North_America
640,R,Fantasy,1995,5.3,6400.0,15000000.0,12201255.0,106.0,March,North_America
641,R,Horror,1996,5.8,6200.0,7000000.0,1060264.0,80.0,November,North_America
642,PG_13,Action,2002,6.1,209000.0,142000000.0,431971116.0,133.0,November,Europe
643,R,Action,2016,7.4,96000.0,45000000.0,52185751.0,133.0,January,Asia
644,R,Crime,1988,5.7,3900.0,16000000.0,4594452.0,102.0,April,North_America
645,PG_13,Comedy,1989,7.6,164000.0,27000000.0,73594646.0,97.0,December,North_America
646,R,Drama,1983,6.2,50000.0,4000000.0,92921203.0,95.0,April,North_America
647,PG,Drama,1990,7.8,25000.0,12000000.0,2970161.0,119.0,August,Asia
648,R,Comedy,2007,5.9,11000.0,5000000.0,1229330.0,117.0,February,North_America
649,PG_13,Drama,2004,6.9,101000.0,7000.0,545436.0,77.0,May,North_America
650,PG_13,Drama,2014,6.1,64000.0,4000000.0,2595622.0,97.0,July,North_America
651,PG_13,Action,2015,5.3,60000.0,105000000.0,133718711.0,114.0,December,Asia
652,R,Comedy,2008,5.6,27000.0,25000000.0,6759057.0,104.0,October,North_America
653,R,Action,2016,5.7,79000.0,40000000.0,125729635.0,98.0,August,North_America
654,PG_13,Drama,2012,7.9,475000.0,13000000.0,33384127.0,103.0,October,North_America
655,PG,Drama,1984,6.5,3600.0,9500000.0,16595791.0,105.0,June,North_America
656,R,Comedy,1984,6.5,11000.0,13000000.0,25068724.0,115.0,April,North_America
657,R,Horror,2013,6.5,160000.0,17000000.0,97542952.0,91.0,April,North_America
658,PG_13,Drama,2018,7.6,148000.0,880000.0,75462037.0,102.0,August,North_America
659,R,Action,2018,6.1,72000.0,40000000.0,75339459.0,117.0,August,North_America
660,R,Comedy,2011,6.4,472000.0,80000000.0,586764305.0,102.0,May,North_America
661,PG,Comedy,2009,5.1,16000.0,18000000.0,77211836.0,107.0,September,North_America
662,R,Comedy,2000,5.0,9900.0,63000000.0,10890222.0,105.0,October,Europe
663,PG,Action,1987,5.4,38000.0,22000000.0,17336370.0,106.0,August,North_America
664,PG,Comedy,1999,6.9,112000.0,100000000.0,87423861.0,132.0,December,North_America
665,R,Comedy,1983,7.5,115000.0,9000000.0,14949697.0,107.0,March,Europe
666,PG,Drama,1992,6.9,19000.0,15000000.0,2819485.0,121.0,April,North_America
667,PG_13,Drama,2002,6.2,80000.0,47000000.0,30002758.0,99.0,November,North_America
668,PG_13,Drama,2016,6.8,95000.0,36000000.0,88528280.0,97.0,December,North_America
669,R,Drama,1999,6.7,13000.0,38000000.0,635096.0,138.0,November,North_America
670,R,Adventure,2019,6.7,66000.0,20000000.0,111037232.0,90.0,August,North_America
671,R,Action,1994,5.6,19000.0,45000000.0,28735315.0,101.0,December,North_America
672,R,Horror,1982,5.0,45000.0,2500000.0,14400000.0,98.0,October,North_America
673,PG,Comedy,1999,5.1,13000.0,65000000.0,36850101.0,94.0,February,North_America
674,PG_13,Comedy,2011,6.1,65000.0,30000000.0,75055070.0,98.0,July,North_America
675,PG_13,Drama,1990,6.5,5300.0,4000000.0,2070871.0,97.0,February,North_America
676,PG_13,Comedy,2009,7.1,72000.0,15000000.0,36020534.0,93.0,July,North_America
677,PG_13,Drama,2002,6.4,77000.0,32000000.0,55305279.0,119.0,January,North_America
678,PG_13,Action,1996,5.4,37000.0,18000000.0,26960191.0,81.0,May,North_America
679,Not_Rated,Drama,2011,7.7,41000.0,10920000.0,11219667.0,159.0,November,Asia
680,PG,Family,2017,7.1,283000.0,160000000.0,1264434525.0,129.0,March,North_America
681,R,Action,2014,7.7,607000.0,81000000.0,414351546.0,129.0,February,Europe
682,R,Crime,2012,7.3,253000.0,15000000.0,47052899.0,140.0,April,North_America
683,R,Crime,2018,6.5,126000.0,10000000.0,255614941.0,106.0,October,North_America
684,PG,Drama,1991,6.6,14000.0,10000000.0,25010896.0,99.0,November,North_America
685,R,Action,2010,7.6,63000.0,6000000.0,18689058.0,141.0,September,Asia
686,R,Biography,2008,7.7,105000.0,25000000.0,27426335.0,122.0,January,Europe
687,PG_13,Comedy,1999,7.2,33000.0,29750000.0,4525794.0,95.0,March,North_America
688,R,Crime,1991,5.7,5100.0,15000000.0,15429177.0,94.0,April,Europe
689,PG_13,Drama,2001,7.6,271000.0,50000000.0,184935320.0,127.0,June,Oceania
690,PG_13,Biography,2007,6.8,69000.0,55000000.0,75782758.0,114.0,October,Europe
691,R,Drama,2014,7.4,119000.0,1000000.0,481234.0,106.0,September,North_America
692,R,Drama,1995,5.3,15000.0,46000000.0,10382407.0,135.0,October,North_America
693,R,Comedy,2016,6.1,42000.0,30000000.0,9169507.0,98.0,April,Europe
694,R,Horror,1990,4.9,10000.0,10500000.0,11582891.0,89.0,October,North_America
695,PG_13,Comedy,1990,7.1,126000.0,11000000.0,16667084.0,96.0,January,North_America
696,PG_13,Adventure,1987,3.0,42000.0,23000000.0,51881013.0,89.0,July,North_America
697,R,Crime,2001,7.5,106000.0,20000000.0,18916623.0,116.0,November,North_America
698,PG_13,Comedy,1999,6.2,6700.0,15000000.0,2005840.0,111.0,October,Europe
699,PG,Adventure,1986,6.9,45000.0,9000000.0,18564613.0,90.0,August,North_America
700,PG_13,Action,2011,5.7,117000.0,60000000.0,78309505.0,87.0,May,North_America
701,R,Drama,1981,6.8,1100.0,2700000.0,3256082.0,103.0,January,North_America
702,PG_13,Comedy,1990,6.5,57000.0,11000000.0,8266343.0,85.0,April,North_America
703,PG_13,Action,2003,5.6,132000.0,95000000.0,160099222.0,117.0,July,North_America
704,PG,Adventure,2003,7.0,81000.0,20000000.0,71406573.0,117.0,April,North_America
705,R,Action,1995,5.8,33000.0,35000000.0,64350171.0,111.0,December,North_America
706,R,Comedy,1984,6.8,2600.0,700000.0,2490233.0,106.0,August,North_America
707,PG,Adventure,1998,5.8,32000.0,90000000.0,69131860.0,97.0,November,Oceania
708,R,Comedy,2002,3.6,16000.0,10000000.0,1036520.0,89.0,October,Europe
709,R,Comedy,1986,6.2,16000.0,14000000.0,62134225.0,103.0,January,North_America
710,R,Horror,2003,6.2,156000.0,26000000.0,90941129.0,90.0,January,North_America
711,R,Drama,2009,8.2,198000.0,2000000.0,35079650.0,129.0,May,South_America
712,PG,Drama,1988,6.6,1800.0,3000000.0,187349.0,99.0,September,North_America
713,R,Drama,2013,6.2,33000.0,16000000.0,1575749.0,112.0,April,Oceania
714,PG_13,Action,2002,5.4,81000.0,60000000.0,104391623.0,98.0,September,North_America
715,PG_13,Horror,2006,5.1,44000.0,15000000.0,67062123.0,87.0,February,North_America
716,PG_13,Action,2002,6.2,351000.0,140000000.0,445135288.0,88.0,July,North_America
717,R,Horror,1999,7.0,77000.0,12000000.0,21142914.0,99.0,September,North_America
718,R,Crime,1999,6.7,37000.0,22000000.0,19288130.0,142.0,July,North_America
719,PG,Adventure,1988,3.4,12000.0,13000000.0,6424112.0,99.0,August,North_America
720,R,Action,1987,7.6,243000.0,15000000.0,120207127.0,109.0,March,North_America
721,PG_13,Comedy,2012,6.5,45000.0,12000000.0,96070507.0,122.0,April,North_America
722,PG_13,Action,2015,7.3,595000.0,130000000.0,519311965.0,117.0,July,North_America
723,PG_13,Adventure,1989,7.5,167000.0,70000000.0,90000098.0,140.0,August,North_America
724,PG_13,Drama,2003,7.1,34000.0,6000000.0,2944752.0,94.0,November,North_America
725,R,Action,2004,7.2,162000.0,32000000.0,50826898.0,98.0,October,North_America
726,R,Crime,2004,7.6,24000.0,11000000.0,13267869.0,125.0,February,Europe
727,PG,Comedy,1991,5.9,21000.0,25000000.0,33691313.0,101.0,October,North_America
728,PG_13,Action,2001,6.6,205000.0,90000000.0,347325802.0,90.0,August,Asia
729,PG,Animation,2010,7.7,417000.0,260000000.0,592462816.0,100.0,November,North_America
730,G,Animation,2006,5.2,25000.0,80000000.0,102338515.0,82.0,April,North_America
731,PG_13,Drama,2017,6.4,50000.0,30000000.0,16080475.0,120.0,February,North_America
732,PG,Drama,1980,7.2,27000.0,5100000.0,9709597.0,103.0,October,North_America
733,R,Comedy,2017,7.2,92000.0,13000000.0,24646055.0,107.0,March,Europe
734,R,Comedy,1988,7.2,92000.0,3000000.0,1163969.0,103.0,March,North_America
735,PG_13,Action,2003,5.7,61000.0,80000000.0,43935763.0,116.0,November,North_America
736,PG,Animation,2002,7.3,174000.0,80000000.0,273144151.0,92.0,June,North_America
737,PG,Adventure,2003,4.0,59000.0,109000000.0,133960541.0,82.0,November,North_America
738,PG,Biography,2017,7.6,251000.0,84000000.0,438006904.0,105.0,December,North_America
739,PG,Comedy,1987,3.4,11000.0,3000000.0,7888703.0,95.0,November,North_America
740,PG_13,Action,2005,5.5,125000.0,62000000.0,53321673.0,93.0,December,North_America
741,R,Crime,1981,6.3,7500.0,10000000.0,12850276.0,108.0,September,North_America
742,PG,Comedy,1988,6.6,41000.0,24000000.0,43455230.0,91.0,June,North_America
743,PG_13,Drama,2007,5.9,74000.0,20000000.0,84297309.0,96.0,March,North_America
744,PG_13,Comedy,1989,7.9,56000.0,19000000.0,18254702.0,104.0,November,North_America
745,PG_13,Comedy,2003,6.4,218000.0,50000000.0,177502387.0,116.0,February,North_America
746,PG,Comedy,1987,6.9,55000.0,22000000.0,26713187.0,112.0,December,North_America
747,R,Comedy,2002,5.4,14000.0,14000000.0,6413915.0,86.0,February,North_America
748,PG,Comedy,1996,5.9,9800.0,12000000.0,26570048.0,100.0,July,North_America
749,R,Crime,2000,6.6,13000.0,3600000.0,43805.0,94.0,August,North_America
750,R,Biography,2014,7.0,137000.0,24000000.0,19206513.0,134.0,January,North_America
751,PG_13,Drama,2000,7.2,114000.0,40000000.0,55707411.0,123.0,October,North_America
752,PG_13,Comedy,1992,4.7,3000.0,30000000.0,4096030.0,100.0,July,North_America
753,R,Comedy,2000,6.2,238000.0,19000000.0,278019771.0,88.0,July,North_America
754,R,Crime,2007,3.6,26000.0,12000000.0,9669758.0,105.0,July,North_America
755,R,Comedy,2011,7.2,122000.0,25000000.0,30722632.0,80.0,November,Europe
756,R,Drama,2006,4.3,38000.0,70000000.0,38629478.0,114.0,March,Europe
757,R,Crime,1999,6.5,78000.0,70000000.0,177841558.0,105.0,September,North_America
758,R,Action,2016,8.0,932000.0,58000000.0,782836791.0,108.0,February,North_America
759,PG_13,Drama,2010,6.4,91000.0,50000000.0,106956330.0,129.0,October,North_America
760,R,Comedy,1993,6.0,2400.0,8000000.0,1884814.0,99.0,April,North_America
761,PG_13,Action,2019,6.8,478000.0,160000000.0,1128462972.0,123.0,March,North_America
762,PG,Animation,2006,5.0,40000.0,60000000.0,143325970.0,82.0,June,Europe
763,PG_13,Adventure,2012,7.0,243000.0,12000000.0,126636097.0,84.0,February,North_America
764,R,Horror,1984,5.6,49000.0,800000.0,14568989.0,92.0,March,North_America
765,R,Action,1991,4.9,2100.0,13000000.0,5451119.0,99.0,January,North_America
766,R,Comedy,1986,7.7,49000.0,1100000.0,1504286.0,107.0,September,North_America
767,PG_13,Action,2002,6.2,44000.0,10000000.0,16994625.0,81.0,January,North_America
768,PG_13,Comedy,2006,5.8,81000.0,18000000.0,68844775.0,89.0,July,North_America
769,R,Horror,2003,5.2,17000.0,38000000.0,11560806.0,102.0,September,North_America
770,PG,Animation,2002,7.5,452000.0,59000000.0,383257136.0,81.0,March,North_America
771,PG,Biography,2014,7.0,44000.0,25000000.0,38483455.0,124.0,May,North_America
772,R,Action,2014,7.5,262000.0,5100000.0,4942449.0,97.0,January,Oceania
773,PG,Adventure,1993,4.1,50000.0,48000000.0,20915465.0,104.0,May,Europe
774,R,Crime,2004,7.7,424000.0,6500000.0,98410061.0,112.0,May,North_America
775,PG,Biography,2016,7.3,5300.0,9000000.0,2000620.0,130.0,August,North_America
776,PG_13,Drama,2013,7.7,46000.0,11000000.0,12673462.0,130.0,May,Europe
777,R,Action,2011,6.0,163000.0,75000000.0,226904017.0,110.0,November,North_America
778,R,Comedy,1988,5.9,10000.0,2500000.0,1189315.0,93.0,October,Europe
779,G,Adventure,1999,5.8,3100.0,26000000.0,11683047.0,73.0,October,North_America
780,R,Comedy,1994,7.4,19000.0,20000000.0,39491975.0,110.0,January,North_America
781,PG,Animation,2010,6.3,190000.0,165000000.0,752600867.0,93.0,May,North_America
782,PG_13,Drama,2001,7.2,295000.0,100000000.0,235926552.0,146.0,June,North_America
783,R,Drama,1991,7.1,2700.0,4000000.0,259012.0,89.0,March,North_America
784,PG,Action,1986,4.6,9000.0,13000000.0,3751699.0,99.0,January,North_America
785,R,Crime,2016,6.5,176000.0,45000000.0,173185859.0,112.0,October,North_America
786,R,Horror,2012,6.8,229000.0,3000000.0,82515113.0,110.0,October,North_America
787,R,Comedy,1990,6.3,16000.0,3500000.0,16324573.0,93.0,May,North_America
788,PG,Comedy,1996,6.7,37000.0,6000000.0,22231658.0,120.0,August,Europe
789,PG_13,Comedy,2006,6.3,14000.0,12000000.0,5925637.0,86.0,November,North_America
790,PG,Adventure,1994,6.0,1100.0,19200000.0,3342223.0,102.0,October,North_America
791,R,Comedy,1998,7.0,88000.0,48000000.0,77745966.0,123.0,June,North_America
792,G,Animation,2015,7.1,43000.0,99000000.0,246233113.0,88.0,November,North_America
793,PG,Action,1994,7.0,104000.0,75000000.0,183031272.0,127.0,May,North_America
794,R,Comedy,2009,5.8,21000.0,10000000.0,15300885.0,89.0,August,North_America
795,R,Crime,1992,6.7,3200.0,10000000.0,384048.0,113.0,May,North_America
796,PG_13,Adventure,2009,6.2,11000.0,10000000.0,118492.0,90.0,May,North_America
797,R,Action,1991,5.8,54000.0,65000000.0,17218080.0,100.0,May,North_America
798,PG_13,Action,2017,6.7,200000.0,175000000.0,148675066.0,126.0,May,Europe
799,R,Crime,2018,6.5,33000.0,29000000.0,25957482.0,111.0,September,North_America
800,R,Drama,1999,6.8,7600.0,14000000.0,206128.0,106.0,November,Europe
801,PG_13,Action,2017,6.6,214000.0,250000000.0,1236005118.0,136.0,April,Asia
802,R,Drama,1995,7.3,3800.0,5500000.0,11079373.0,128.0,May,North_America
803,R,Drama,1999,6.9,6900.0,2500000.0,1302067.0,107.0,July,North_America
804,R,Comedy,2009,7.4,324000.0,25000000.0,166842739.0,109.0,December,North_America
805,R,Action,1991,7.0,95000.0,43000000.0,59509925.0,105.0,December,North_America
806,R,Action,2008,7.0,222000.0,50000000.0,113244290.0,92.0,January,Europe
807,R,Biography,1993,8.1,163000.0,13000000.0,65796862.0,133.0,February,Europe
808,PG_13,Drama,2006,7.5,90000.0,19400000.0,26910847.0,125.0,January,Asia
809,R,Drama,1999,6.8,65000.0,55000000.0,16797191.0,121.0,October,North_America
810,R,Action,2000,5.2,33000.0,63600000.0,19412993.0,102.0,October,North_America
811,PG_13,Action,2016,6.8,63000.0,80000000.0,52099090.0,117.0,January,North_America
812,PG,Comedy,1990,5.4,9000.0,9000000.0,25029569.0,81.0,April,North_America
813,R,Comedy,1987,7.2,19000.0,3000000.0,3221568.0,100.0,October,North_America
814,R,Action,1989,6.2,16000.0,7000000.0,9094451.0,103.0,January,North_America
815,R,Action,2014,7.0,354000.0,50000000.0,331333876.0,112.0,June,North_America
816,PG_13,Comedy,1999,6.1,42000.0,80000000.0,35242897.0,122.0,March,North_America
817,R,Comedy,1995,5.9,2700.0,4000000.0,259724.0,112.0,July,Europe
818,R,Biography,2017,7.4,143000.0,10000000.0,29820616.0,104.0,December,North_America
819,PG,Action,1984,7.3,205000.0,8000000.0,91119319.0,126.0,June,North_America
820,R,Action,1992,6.9,64000.0,7000.0,2040920.0,81.0,February,North_America
821,R,Crime,1986,6.0,6200.0,15000000.0,25147055.0,103.0,December,North_America
822,R,Drama,2008,8.1,734000.0,33000000.0,269958228.0,116.0,January,Europe
823,R,Biography,2017,7.5,193000.0,11000000.0,53939297.0,119.0,January,North_America
824,PG_13,Comedy,1990,5.8,2600.0,6700000.0,1171762.0,101.0,September,Europe
825,G,Animation,2010,8.2,776000.0,200000000.0,1066970811.0,103.0,June,North_America
826,R,Drama,1996,6.9,10000.0,7000000.0,409144.0,123.0,October,Europe
827,R,Biography,2017,6.8,79000.0,50000000.0,56996304.0,132.0,December,North_America
828,PG,Action,1982,6.2,22000.0,8000000.0,14056528.0,118.0,August,North_America
829,R,Action,2007,8.0,100000.0,4000000.0,14759148.0,115.0,October,South_America
830,R,Comedy,2018,6.9,69000.0,3200000.0,18170707.0,112.0,July,North_America
831,PG,Comedy,1986,6.4,54000.0,10000000.0,54999651.0,91.0,March,North_America
832,PG,Comedy,2000,6.9,20000.0,24000000.0,36609995.0,115.0,April,North_America
833,PG,Animation,2019,5.8,31000.0,24000000.0,203783566.0,86.0,October,North_America
834,R,Comedy,2018,7.4,68000.0,2000000.0,14347433.0,93.0,August,North_America
835,PG_13,Comedy,2013,6.6,130000.0,28000000.0,134409025.0,105.0,November,North_America
836,R,Drama,1998,8.1,81000.0,1300000.0,1657778.0,105.0,June,Europe
837,PG_13,Action,2017,7.4,540000.0,175000000.0,880166924.0,133.0,July,North_America
838,R,Biography,2002,8.5,756000.0,35000000.0,120072577.0,150.0,March,Europe
839,PG,Action,2008,6.5,199000.0,225000000.0,419665568.0,150.0,May,North_America
840,R,Horror,2003,5.6,60000.0,17000000.0,63102666.0,104.0,August,North_America
841,PG,Animation,2015,6.0,51000.0,74000000.0,325186032.0,92.0,February,North_America
842,PG,Action,2007,6.5,223000.0,130000000.0,459242249.0,124.0,December,North_America
843,Not_Rated,Drama,2000,7.0,13000.0,1000000.0,24963.0,90.0,April,Asia
844,R,Drama,2014,5.7,17000.0,2000000.0,615500.0,95.0,April,North_America
845,PG,Animation,2003,6.7,51000.0,60000000.0,80773077.0,86.0,July,North_America
846,PG_13,Action,1997,3.8,238000.0,125000000.0,238235719.0,125.0,June,North_America
847,PG_13,Action,2014,6.6,424000.0,125000000.0,755356711.0,123.0,November,North_America
848,R,Biography,2013,8.1,657000.0,20000000.0,187733202.0,134.0,November,North_America
849,PG_13,Drama,2008,6.7,12000.0,20000000.0,13451186.0,133.0,August,Europe
850,R,Action,2017,6.9,203000.0,30000000.0,176600207.0,118.0,August,North_America
851,PG_13,Biography,2014,8.0,707000.0,14000000.0,233555708.0,114.0,December,Europe
852,PG_13,Comedy,1998,7.2,9900.0,2000000.0,6745362.0,89.0,November,North_America
853,R,Action,1996,6.7,121000.0,80000000.0,309492681.0,121.0,November,North_America
854,R,Drama,2008,7.3,202000.0,35000000.0,75981180.0,119.0,January,North_America
855,R,Action,1989,5.8,9700.0,12000000.0,15942628.0,108.0,October,North_America
856,R,Action,1987,5.1,4700.0,3520000.0,562187.0,100.0,March,North_America
857,PG_13,Action,1994,3.8,12000.0,7850000.0,2341309.0,96.0,November,North_America
858,PG_13,Drama,2013,6.4,15000.0,10000000.0,1412181.0,93.0,October,North_America
859,G,Animation,2002,7.2,69000.0,80000000.0,122563539.0,83.0,May,North_America
860,PG_13,Comedy,1999,5.3,13000.0,6000000.0,4398989.0,96.0,February,Europe
861,PG_13,Comedy,2006,5.5,46000.0,12000000.0,38395414.0,103.0,October,North_America
862,R,Action,2019,6.2,43000.0,16000000.0,32390945.0,93.0,July,North_America
863,PG_13,Comedy,1994,7.0,9700.0,14000000.0,13642861.0,115.0,May,North_America
864,R,Horror,2006,5.8,69000.0,16000000.0,51764406.0,91.0,October,North_America
865,R,Action,1985,5.3,7900.0,2410000.0,10755447.0,100.0,March,North_America
866,PG,Action,1987,7.7,119000.0,35000000.0,22238696.0,153.0,December,North_America
867,R,Comedy,2011,6.1,74000.0,20000000.0,30426096.0,106.0,September,North_America
868,R,Drama,1982,8.0,78000.0,12000000.0,22265763.0,95.0,September,Europe
869,R,Comedy,1999,5.6,25000.0,3500000.0,3117085.0,87.0,February,North_America
870,R,Action,1998,7.1,252000.0,45000000.0,131183530.0,120.0,August,North_America
871,R,Comedy,1993,7.6,171000.0,6900000.0,7993039.0,102.0,September,North_America
872,R,Crime,2017,7.4,100000.0,4500000.0,3283369.0,102.0,August,North_America
873,R,Comedy,2011,5.7,69000.0,25000000.0,34942188.0,81.0,December,North_America
874,PG,Animation,2010,4.6,21000.0,80000000.0,203509374.0,80.0,December,North_America
875,R,Action,2018,5.3,120000.0,88000000.0,160542134.0,107.0,September,North_America
876,R,Biography,1988,7.2,12000.0,9000000.0,2181286.0,161.0,September,North_America
877,PG_13,Action,1997,7.3,529000.0,90000000.0,589390539.0,98.0,July,North_America
878,PG_13,Action,1994,6.9,93000.0,62000000.0,215887717.0,141.0,August,North_America
879,R,Horror,2006,4.6,25000.0,9000000.0,21510851.0,95.0,December,North_America
880,PG_13,Action,2016,5.7,43000.0,100000000.0,94061311.0,123.0,August,North_America
881,PG,Animation,2014,7.8,423000.0,165000000.0,657869686.0,102.0,November,North_America
882,R,Comedy,1982,7.2,98000.0,4500000.0,27092880.0,90.0,August,North_America
883,R,Action,1988,5.2,8400.0,16000000.0,4192440.0,105.0,April,North_America
884,R,Crime,1989,6.8,39000.0,19000000.0,110879513.0,113.0,September,North_America
885,R,Biography,2006,6.4,21000.0,7000000.0,3572632.0,90.0,February,North_America
886,R,Drama,2010,6.4,49000.0,5000000.0,2820490.0,97.0,October,North_America
887,R,Comedy,2015,5.1,38000.0,14000000.0,13081651.0,93.0,February,North_America
888,R,Drama,1989,7.6,5400.0,3000000.0,4609953.0,96.0,May,North_America
889,R,Drama,1998,6.0,7200.0,80000000.0,22852487.0,172.0,October,North_America
890,PG_13,Action,1999,6.1,64000.0,68000000.0,33461011.0,121.0,August,North_America
891,PG_13,Comedy,1997,6.4,40000.0,35000000.0,63856929.0,90.0,September,North_America
892,PG_13,Action,1996,6.5,93000.0,57000000.0,115267375.0,103.0,May,North_America
893,PG,Action,2010,6.8,319000.0,170000000.0,400063852.0,125.0,December,North_America
894,PG_13,Drama,2004,8.1,650000.0,30000000.0,216763646.0,132.0,January,North_America
895,R,Action,2017,6.7,182000.0,30000000.0,100014025.0,115.0,July,North_America
896,PG,Biography,2019,7.3,67000.0,25000000.0,67760877.0,109.0,November,Asia
897,PG_13,Drama,2009,5.8,43000.0,80000000.0,54004950.0,118.0,December,Europe
898,PG,Biography,2006,7.0,28000.0,30000000.0,35078241.0,88.0,March,Europe
899,R,Horror,2002,5.6,75000.0,1500000.0,30553394.0,93.0,September,North_America
900,R,Drama,2005,6.0,83000.0,30000000.0,127369981.0,101.0,January,Europe
901,R,Action,2013,6.7,209000.0,60000000.0,105200903.0,113.0,January,North_America
902,R,Action,2011,5.8,33000.0,25000000.0,11168712.0,110.0,September,North_America
903,R,Comedy,2006,7.3,131000.0,5000000.0,26986174.0,97.0,July,North_America
904,R,Drama,2008,8.0,812000.0,15000000.0,378410542.0,120.0,December,Europe
905,PG_13,Action,1996,5.9,68000.0,80000000.0,159212469.0,114.0,December,North_America
906,PG,Adventure,2005,6.9,375000.0,180000000.0,745013115.0,143.0,December,Europe
907,PG,Animation,2013,6.4,88000.0,135000000.0,282570682.0,96.0,July,North_America
908,R,Comedy,1984,6.0,8000.0,7500000.0,5142858.0,109.0,March,Europe
909,PG_13,Action,1991,5.8,6600.0,35000000.0,14587732.0,115.0,January,North_America
910,R,Comedy,2010,6.3,57000.0,32000000.0,42059111.0,102.0,September,North_America
911,PG_13,Action,2016,6.3,166000.0,50000000.0,216972543.0,107.0,June,North_America
912,R,Comedy,1998,6.4,14000.0,6000000.0,2281761.0,87.0,October,North_America
913,PG,Adventure,1994,6.0,17000.0,27000000.0,43229904.0,111.0,December,North_America
914,PG_13,Comedy,1991,6.9,140000.0,30000000.0,191502426.0,99.0,November,North_America
915,R,Fantasy,1995,7.5,66000.0,18000000.0,1781465.0,112.0,December,Europe
916,PG_13,Drama,2007,7.6,78000.0,20000000.0,75011029.0,128.0,January,North_America
917,R,Comedy,2007,7.4,111000.0,9000000.0,46789413.0,90.0,September,North_America
918,PG_13,Comedy,2018,5.5,51000.0,32000000.0,94539426.0,110.0,April,Asia
919,R,Adventure,1989,6.1,1400.0,6000000.0,1877618.0,94.0,October,North_America
920,R,Drama,2017,7.6,101000.0,2000000.0,10971298.0,111.0,November,North_America
921,PG_13,Comedy,2016,6.6,12000.0,3800000.0,1138609.0,88.0,August,North_America
922,PG_13,Drama,2000,7.2,181000.0,25000000.0,152699976.0,121.0,January,Europe
923,PG,Action,1983,6.0,7500.0,6500000.0,4300000.0,96.0,June,Europe
924,R,Adventure,2000,7.9,260000.0,60000000.0,47386287.0,122.0,September,North_America
925,PG_13,Action,2014,5.7,246000.0,125000000.0,359200044.0,138.0,March,North_America
926,R,Action,2011,5.9,54000.0,30000000.0,108609310.0,108.0,February,North_America
927,R,Comedy,2011,6.8,276000.0,32500000.0,288383523.0,125.0,May,North_America
928,R,Fantasy,1985,7.1,63000.0,9000000.0,24922237.0,106.0,August,North_America
929,R,Action,1992,6.3,8600.0,10000000.0,14356479.0,95.0,August,North_America
930,PG_13,Biography,2015,7.2,53000.0,10000000.0,12252684.0,108.0,April,Europe
931,R,Comedy,2000,5.1,3700.0,3000000.0,40361.0,98.0,April,North_America
932,R,Action,1988,6.6,13000.0,3000000.0,13030057.0,88.0,January,North_America
933,R,Action,1992,5.9,46000.0,15000000.0,44065653.0,84.0,November,North_America
934,R,Crime,1986,7.0,17000.0,1900000.0,4600000.0,99.0,May,North_America
935,PG_13,Drama,2009,6.9,65000.0,15000000.0,16691303.0,111.0,October,North_America
936,R,Horror,1993,3.6,3700.0,850000.0,1753979.0,83.0,May,North_America
937,R,Drama,1980,7.7,49000.0,6000000.0,54766923.0,124.0,September,North_America
938,G,Animation,1995,6.7,175000.0,55000000.0,346079773.0,81.0,June,North_America
939,R,Drama,2005,5.2,11000.0,30000000.0,251495.0,117.0,August,North_America
940,PG,Comedy,2007,5.6,41000.0,100000000.0,97838349.0,116.0,November,North_America
941,PG_13,Comedy,2011,6.4,227000.0,80000000.0,214945591.0,117.0,February,North_America
942,G,Animation,2014,6.3,83000.0,103000000.0,498781117.0,101.0,April,North_America
943,PG,Adventure,2004,7.9,570000.0,130000000.0,797361618.0,142.0,June,Europe
944,R,Action,2009,5.5,38000.0,35000000.0,17976667.0,101.0,September,North_America
945,PG_13,Drama,2005,6.7,122000.0,19000000.0,145166804.0,119.0,September,North_America
946,R,Drama,2016,7.2,104000.0,46000000.0,23834809.0,161.0,January,North_America
947,R,Fantasy,1990,4.8,2000.0,6500000.0,2032973.0,93.0,February,North_America
948,R,Drama,1991,6.1,15000.0,18000000.0,82264675.0,111.0,June,North_America
949,PG_13,Comedy,2006,2.8,58000.0,20000000.0,85749034.0,83.0,February,North_America
950,Not_Rated,Comedy,1996,6.8,5300.0,250000.0,10580.0,96.0,April,North_America
951,PG_13,Drama,2017,5.3,87000.0,18000000.0,40656399.0,110.0,April,Asia
952,R,Action,2012,7.4,545000.0,30000000.0,176506819.0,113.0,September,North_America
953,R,Drama,2004,7.2,207000.0,27000000.0,115505027.0,104.0,December,North_America
954,PG_13,Comedy,2012,6.3,42000.0,30000000.0,114281051.0,100.0,August,North_America
955,R,Action,2003,6.5,61000.0,50000000.0,42792561.0,98.0,March,Europe
956,R,Action,1993,5.4,5700.0,3000000.0,3902679.0,98.0,September,North_America
957,R,Mystery,2000,8.4,1200000.0,9000000.0,40047078.0,113.0,May,North_America
958,PG_13,Comedy,2002,6.5,20000.0,40000000.0,8493890.0,85.0,April,North_America
959,R,Action,2011,6.8,244000.0,25000000.0,79781695.0,117.0,January,North_America
960,PG_13,Comedy,2005,5.8,21000.0,35000000.0,34252847.0,113.0,July,North_America
