,rating,genre,year,score,votes,budget,gross,runtime,month,continent
319,PG_13,Action,2017,7.0,581000.0,317000000.0,1332698830.0,152.0,December,North_America
320,PG_13,Biography,1998,6.8,108000.0,90000000.0,202292902.0,115.0,December,North_America
321,R,Drama,1994,9.3,2400000.0,25000000.0,28817291.0,142.0,October,North_America
322,PG,Fantasy,1987,5.5,3300.0,3000000.0,9868521.0,93.0,July,North_America
323,R,Action,2013,6.7,201000.0,61000000.0,131940411.0,109.0,August,North_America
324,R,Crime,1995,8.6,1500000.0,33000000.0,327333559.0,127.0,September,North_America
325,R,Horror,2006,5.8,133000.0,25000000.0,118890272.0,93.0,February,North_America
326,R,Drama,1995,7.2,14000.0,1000000.0,512245.0,119.0,June,Europe
327,PG_13,Action,2010,6.8,189000.0,100000000.0,167805466.0,98.0,November,North_America
328,R,Comedy,2005,6.7,93000.0,3000000.0,18637690.0,94.0,October,North_America
329,PG,Animation,2013,6.7,101000.0,100000000.0,268426634.0,102.0,May,North_America
330,R,Comedy,2006,7.8,450000.0,8000000.0,101058954.0,101.0,August,North_America
331,R,Comedy,2006,5.4,38000.0,17000000.0,374743.0,145.0,December,Europe
332,PG,Action,2019,6.0,15000.0,59000000.0,32140970.0,120.0,January,Europe
333,R,Action,2008,5.9,75000.0,30000000.0,22472631.0,105.0,March,Europe
334,PG,Action,1984,6.7,19000.0,14500000.0,8089290.0,93.0,June,North_America
335,PG_13,Comedy,1989,5.8,2100.0,10000000.0,1642239.0,86.0,May,North_America
336,PG_13,Action,2018,7.7,303000.0,178000000.0,791657398.0,147.0,July,North_America
337,PG_13,Comedy,1997,5.3,15000.0,85000000.0,28598376.0,98.0,May,North_America
338,R,Crime,1987,6.3,2600.0,5300000.0,3107551.0,107.0,May,Europe
339,PG_13,Comedy,1994,6.9,284000.0,15000000.0,107217396.0,86.0,February,North_America
340,PG_13,Comedy,2003,6.3,40000.0,35000000.0,39468111.0,101.0,May,North_America
341,G,Animation,1997,6.9,7200.0,32000000.0,3566637.0,75.0,March,North_America
342,R,Action,1985,5.5,14000.0,1000000.0,10499694.0,95.0,August,North_America
343,PG,Biography,1997,6.8,26000.0,20000000.0,35281794.0,127.0,March,North_America
344,PG_13,Comedy,1987,7.3,130000.0,6000000.0,29180280.0,94.0,April,North_America
345,PG,Action,1987,2.2,7900.0,24000000.0,4615255.0,85.0,December,North_America
346,PG_13,Action,2008,7.8,575000.0,25000000.0,226837760.0,90.0,January,Europe
347,R,Crime,2012,5.3,138000.0,5000000.0,32170399.0,94.0,March,North_America
348,PG,Drama,1995,7.3,36000.0,23000000.0,106269971.0,143.0,January,North_America
349,R,Action,2013,6.6,426000.0,115000000.0,286140700.0,109.0,August,North_America
350,PG_13,Comedy,1994,7.3,361000.0,17000000.0,247275374.0,107.0,December,North_America
351,R,Horror,1997,6.7,164000.0,60000000.0,26673829.0,96.0,August,Europe
352,PG_13,Drama,2006,7.3,27000.0,10000000.0,4326927.0,120.0,June,North_America
353,G,Animation,1995,5.6,4700.0,28000000.0,3983912.0,74.0,April,Europe
354,PG,Adventure,1985,7.0,50000.0,6000000.0,40940662.0,91.0,August,North_America
355,PG_13,Animation,2007,6.2,163000.0,150000000.0,196393745.0,115.0,November,North_America
356,PG,Drama,1981,6.9,12000.0,12000000.0,40716963.0,116.0,December,North_America
357,PG_13,Action,2003,7.4,521000.0,110000000.0,407711549.0,134.0,May,North_America
358,R,Comedy,1981,5.6,7600.0,8500000.0,29916207.0,94.0,December,North_America
359,R,Drama,1989,6.5,4800.0,7000000.0,8800000.0,106.0,April,Europe
360,R,Action,2020,6.6,140000.0,90000000.0,426505244.0,124.0,January,North_America
361,PG_13,Comedy,2007,7.4,499000.0,7500000.0,232372681.0,96.0,December,North_America
362,R,Crime,1986,7.0,15000.0,6500000.0,2347000.0,111.0,April,North_America
363,PG_13,Action,1993,6.6,5900.0,6000000.0,3283371.0,99.0,August,Europe
364,R,Action,1984,5.5,14000.0,2550000.0,22812411.0,101.0,November,North_America
365,PG_13,Comedy,2002,5.3,86000.0,55000000.0,154906693.0,105.0,December,North_America
366,R,Drama,2013,6.6,31000.0,16000000.0,5952884.0,120.0,May,North_America
367,PG_13,Adventure,1985,6.8,20000.0,18000000.0,19739575.0,109.0,December,North_America
368,R,Comedy,2015,6.2,132000.0,35000000.0,140795793.0,125.0,July,North_America
369,PG_13,Action,2001,5.9,301000.0,93000000.0,368780809.0,92.0,July,North_America
370,R,Drama,2013,5.9,135000.0,30000000.0,84790678.0,100.0,October,North_America
371,PG,Action,1984,7.8,365000.0,30000000.0,296187079.0,105.0,June,North_America
372,R,Horror,2013,4.8,47000.0,20000000.0,47340586.0,92.0,January,North_America
373,R,Drama,2018,7.6,350000.0,36000000.0,436188866.0,136.0,October,North_America
374,PG_13,Comedy,2003,5.6,9300.0,16000000.0,14390329.0,101.0,July,North_America
375,R,Action,2001,4.4,52000.0,11000000.0,17077882.0,92.0,April,North_America
376,PG_13,Action,2010,4.4,88000.0,10000000.0,66984887.0,92.0,November,North_America
377,PG_13,Comedy,1998,6.9,139000.0,18000000.0,123306987.0,97.0,February,North_America
378,G,Adventure,2006,4.8,34000.0,12000000.0,110768122.0,92.0,November,North_America
379,R,Crime,1993,6.5,20000.0,1500000.0,418961.0,96.0,September,Europe
380,PG,Comedy,2009,5.5,102000.0,30000000.0,115375850.0,89.0,January,North_America
381,R,Crime,2001,4.3,6800.0,16000000.0,8378853.0,96.0,October,North_America
382,R,Drama,2000,4.8,11000.0,50000000.0,31355910.0,97.0,October,North_America
383,PG_13,Comedy,2011,5.3,53000.0,70000000.0,69721966.0,111.0,January,North_America
384,R,Drama,1985,4.5,4800.0,19000000.0,12918858.0,115.0,June,North_America
385,PG_13,Adventure,2016,7.3,422000.0,180000000.0,814044001.0,132.0,November,Europe
386,R,Comedy,2007,7.0,64000.0,12000000.0,5254986.0,97.0,February,North_America
387,R,Action,1997,6.7,45000.0,25000000.0,44480039.0,98.0,July,North_America
388,R,Action,2004,5.6,165000.0,155000000.0,167298192.0,175.0,November,North_America
389,PG,Action,1999,6.1,7900.0,13000000.0,12924063.0,99.0,August,Asia
390,R,Comedy,2001,7.2,82000.0,19800000.0,87754044.0,131.0,January,North_America
391,R,Drama,2004,8.1,244000.0,2700000.0,15936507.0,80.0,July,North_America
392,R,Biography,1995,8.3,978000.0,72000000.0,213216216.0,178.0,May,North_America
393,R,Biography,2015,7.2,160000.0,30000000.0,34441873.0,122.0,October,Europe
394,R,Action,1999,6.6,119000.0,160000000.0,61698899.0,102.0,August,North_America
395,PG,Comedy,1996,6.9,64000.0,26000000.0,34585416.0,108.0,October,North_America
396,R,Comedy,2019,6.3,89000.0,20000000.0,157563598.0,110.0,September,North_America
397,PG,Comedy,1996,7.2,5700.0,5000000.0,588621.0,134.0,October,Europe
398,PG,Action,1982,6.8,115000.0,17000000.0,33000525.0,96.0,July,North_America
399,R,Adventure,2010,6.4,89000.0,500000.0,5060438.0,94.0,December,Europe
400,R,Crime,2014,7.4,183000.0,50000000.0,84419388.0,141.0,October,North_America
401,PG_13,Action,2013,4.4,23000.0,18000000.0,11806432.0,90.0,August,North_America
402,PG,Comedy,2000,6.7,38000.0,25000000.0,29934477.0,94.0,May,North_America
403,R,Comedy,1997,7.2,13000.0,25000.0,2804473.0,97.0,August,North_America
404,R,Horror,2007,6.2,96000.0,19000000.0,35442935.0,85.0,April,North_America
405,R,Adventure,2014,8.1,734000.0,25000000.0,172945750.0,99.0,March,North_America
406,R,Comedy,2011,5.6,196000.0,20000000.0,216197492.0,92.0,June,North_America
407,PG,Drama,1986,7.5,44000.0,6000000.0,28607524.0,114.0,February,Europe
408,PG_13,Drama,2015,6.1,29000.0,16000000.0,2084628.0,101.0,May,North_America
409,PG,Action,2015,4.4,35000.0,30000000.0,107588225.0,94.0,April,North_America
410,R,Horror,1992,6.6,74000.0,6000000.0,25795897.0,99.0,October,North_America
411,PG_13,Action,2018,5.8,16000.0,30000000.0,10313019.0,102.0,August,North_America
412,PG,Comedy,1990,5.8,35000.0,25000000.0,39404261.0,102.0,March,North_America
413,R,Action,2016,7.1,146000.0,85000000.0,119520023.0,124.0,November,Europe
414,PG,Adventure,1985,5.3,6500.0,28000000.0,358574.0,126.0,December,Europe
415,PG,Comedy,1992,6.4,91000.0,31000000.0,231605150.0,100.0,May,North_America
416,R,Comedy,1999,6.8,8900.0,28000000.0,4555459.0,112.0,September,North_America
417,PG_13,Biography,1986,7.1,6300.0,8500000.0,277646.0,136.0,February,Europe
418,R,Biography,2018,6.9,35000.0,11000000.0,11853081.0,115.0,November,Oceania
419,NC_17,Crime,2003,6.4,13000.0,6400000.0,2561820.0,98.0,September,Europe
420,R,Drama,2013,6.8,105000.0,12000000.0,12077441.0,99.0,March,Europe
421,R,Comedy,1996,7.1,83000.0,31000000.0,185260553.0,117.0,March,North_America
422,PG_13,Action,2000,6.6,122000.0,55000000.0,99274467.0,110.0,May,North_America
423,R,Comedy,2000,7.0,7300.0,1000000.0,2019121.0,94.0,October,North_America
424,R,Comedy,1980,6.0,11000.0,3000000.0,6342668.0,101.0,October,North_America
425,R,Comedy,1993,6.2,21000.0,19000000.0,11081586.0,97.0,March,North_America
426,PG,Action,1992,5.3,21000.0,6500000.0,29000301.0,84.0,August,North_America
427,PG_13,Comedy,2000,7.5,58000.0,10000000.0,20789556.0,90.0,October,North_America
428,PG_13,Drama,1999,7.4,95000.0,24000000.0,88545092.0,126.0,January,North_America
429,R,Drama,1999,7.1,22000.0,23000000.0,10827816.0,102.0,January,Europe
430,PG_13,Action,2015,6.3,264000.0,155000000.0,440603537.0,126.0,July,North_America
431,PG_13,Comedy,1998,6.3,75000.0,75000000.0,46733235.0,104.0,October,North_America
432,PG,Adventure,1987,2.6,7600.0,1000000.0,1576615.0,100.0,August,North_America
433,R,Comedy,1995,6.0,10000.0,16000000.0,81452156.0,124.0,December,North_America
434,PG_13,Comedy,2015,6.5,87000.0,8500000.0,43709744.0,101.0,February,North_America
435,PG_13,Action,2008,6.4,454000.0,150000000.0,629443428.0,92.0,July,North_America
436,R,Drama,1981,6.5,5300.0,22000000.0,9171289.0,108.0,January,North_America
437,PG_13,Comedy,2016,8.0,527000.0,30000000.0,448906865.0,128.0,December,North_America
438,PG_13,Action,2010,6.2,60000.0,32000000.0,80205382.0,107.0,August,North_America
439,PG_13,Action,1991,6.9,182000.0,48000000.0,390493908.0,143.0,June,North_America
440,PG_13,Drama,1988,5.1,1700.0,14000000.0,6640346.0,105.0,November,North_America
441,PG,Animation,2009,6.9,230000.0,90000000.0,886686817.0,94.0,July,North_America
442,PG_13,Drama,1993,6.5,9900.0,35000000.0,18635620.0,115.0,December,North_America
443,R,Comedy,2015,6.9,30000.0,2000000.0,1775133.0,102.0,August,North_America
444,R,Adventure,2006,7.9,474000.0,76000000.0,70595464.0,109.0,January,North_America
445,R,Action,1988,8.2,810000.0,28000000.0,141603197.0,132.0,July,North_America
446,R,Crime,2011,7.3,221000.0,40000000.0,86752352.0,118.0,March,North_America
447,R,Drama,1983,7.0,7200.0,9500000.0,5696391.0,128.0,October,North_America
448,PG_13,Drama,2002,7.1,30000.0,16000000.0,21672284.0,109.0,October,North_America
449,R,Comedy,1999,6.7,26000.0,28000000.0,8891623.0,119.0,October,North_America
450,R,Crime,1995,6.9,21000.0,25000000.0,13071518.0,128.0,September,North_America
451,R,Action,1990,7.5,310000.0,65000000.0,261317921.0,113.0,June,North_America
452,PG,Adventure,2001,7.6,685000.0,125000000.0,1006968171.0,152.0,November,Europe
453,R,Drama,1985,4.1,243.0,7000000.0,618847.0,96.0,November,North_America
454,R,Crime,2000,6.9,59000.0,14000000.0,60103680.0,106.0,July,Europe
455,R,Comedy,2003,7.7,426000.0,4000000.0,118686937.0,102.0,October,North_America
456,R,Horror,1983,6.1,41000.0,5000000.0,21156152.0,93.0,August,North_America
457,R,Action,2008,6.3,201000.0,45000000.0,76014335.0,105.0,August,North_America
458,Not_Rated,Comedy,2006,6.4,32000.0,2000000.0,5526675.0,101.0,October,North_America
459,R,Drama,2000,6.4,45000.0,60000000.0,71732303.0,128.0,April,Europe
460,R,Action,1983,5.5,4400.0,8000000.0,16134627.0,100.0,December,North_America
461,R,Action,1993,5.7,22000.0,15000000.0,22189039.0,94.0,January,North_America
462,PG,Action,2012,5.8,96000.0,79000000.0,335260290.0,94.0,February,North_America
463,R,Comedy,1984,6.6,50000.0,8000000.0,40874452.0,90.0,August,North_America
464,R,Crime,1997,6.7,50000.0,19000000.0,6682098.0,125.0,October,North_America
465,R,Action,1990,5.9,26000.0,10000000.0,21633874.0,120.0,December,North_America
466,R,Action,2004,8.0,702000.0,30000000.0,154118820.0,137.0,April,North_America
467,R,Comedy,2014,7.7,594000.0,18000000.0,103215094.0,119.0,November,North_America
468,R,Comedy,1988,6.8,54000.0,28000000.0,102953112.0,113.0,December,North_America
469,R,Horror,1986,5.7,6600.0,2000000.0,7369373.0,98.0,March,Europe
470,R,Comedy,1999,5.7,72000.0,17000000.0,92938755.0,88.0,December,North_America
471,PG_13,Drama,2001,6.7,87000.0,40000000.0,65754228.0,119.0,February,North_America
472,PG_13,Biography,2017,7.3,22000.0,12000000.0,10116816.0,118.0,October,North_America
473,PG,Drama,1985,6.9,192000.0,30000000.0,300473716.0,91.0,November,North_America
474,R,Horror,1990,6.1,6400.0,9000000.0,349618.0,120.0,October,Europe
475,R,Drama,2007,6.3,6000.0,3750000.0,131961.0,102.0,January,North_America
476,R,Crime,1995,7.5,90000.0,11000000.0,39363635.0,122.0,February,Europe
477,R,Action,2018,6.6,72000.0,35000000.0,67450815.0,130.0,January,North_America
478,PG,Comedy,2010,3.8,16000.0,35000000.0,36351945.0,92.0,April,Europe
479,R,Crime,2002,7.1,30000.0,18000000.0,1073198.0,103.0,June,North_America
480,PG_13,Comedy,1993,5.4,4300.0,12000000.0,3335984.0,85.0,August,North_America
481,R,Drama,1995,6.8,4400.0,4997987.0,3414301.0,116.0,January,Europe
482,PG_13,Drama,2017,4.5,39000.0,25000000.0,83080890.0,102.0,February,North_America
483,R,Comedy,2001,6.5,16000.0,1000000.0,10013424.0,97.0,April,North_America
484,PG_13,Comedy,2001,5.9,129000.0,40000000.0,141069860.0,114.0,November,North_America
485,R,Action,1995,6.8,40000.0,7500000.0,32392047.0,87.0,February,Asia
486,R,Biography,1990,8.7,1100000.0,25000000.0,46963277.0,146.0,September,North_America
487,PG,Animation,2000,4.2,20000.0,76000000.0,35134820.0,92.0,June,North_America
488,R,Action,2013,5.7,109000.0,4800000.0,10639616.0,90.0,May,Europe
489,PG,Adventure,1991,6.7,20000.0,14000000.0,34793160.0,107.0,January,North_America
490,R,Biography,2003,6.3,15000.0,5000000.0,782606.0,98.0,October,North_America
491,PG,Action,1980,6.7,22000.0,12000000.0,16647800.0,103.0,August,North_America
492,R,Comedy,2011,6.7,27000.0,125000.0,3242802.0,90.0,June,North_America
493,PG_13,Action,1993,4.1,47000.0,22000000.0,10696210.0,104.0,November,North_America
494,R,Action,2014,8.0,117000.0,4500000.0,6566916.0,150.0,April,Asia
495,PG_13,Comedy,2013,6.3,172000.0,50000000.0,173649931.0,119.0,December,North_America
496,PG_13,Adventure,1993,5.7,1400.0,18000000.0,1640220.0,96.0,November,North_America
497,PG_13,Drama,1984,6.1,3000.0,11000000.0,4385312.0,110.0,February,North_America
498,PG_13,Adventure,1997,7.1,134000.0,70000000.0,131457682.0,136.0,October,North_America
499,R,Horror,2010,4.8,20000.0,25000000.0,21500813.0,107.0,October,North_America
500,R,Comedy,2018,6.8,136000.0,20000000.0,97644617.0,117.0,September,North_America
501,R,Horror,2009,6.4,61000.0,6000000.0,10234475.0,90.0,July,North_America
502,R,Comedy,2003,7.6,444000.0,40000000.0,245203167.0,135.0,November,Europe
503,PG_13,Action,1991,5.9,9000.0,16400000.0,21082165.0,108.0,May,North_America
504,PG_13,Action,1995,5.2,43000.0,50000000.0,152022101.0,109.0,June,North_America
505,PG_13,Action,2013,4.8,194000.0,130000000.0,243611982.0,100.0,May,North_America
506,PG,Action,1982,6.0,26000.0,18000000.0,46708276.0,136.0,June,North_America
507,PG_13,Drama,2019,5.3,44000.0,14000000.0,69756455.0,105.0,April,North_America
508,R,Action,2016,7.4,294000.0,50000000.0,62788218.0,116.0,May,North_America
509,PG,Animation,2016,6.5,188000.0,75000000.0,875458631.0,87.0,July,North_America
510,PG_13,Action,2002,7.3,706000.0,139000000.0,825025036.0,121.0,May,North_America
511,R,Drama,2006,7.7,74000.0,21000000.0,26768563.0,145.0,May,Europe
512,R,Biography,2007,7.0,113000.0,75000000.0,119483446.0,102.0,December,North_America
513,R,Drama,2004,6.2,35000.0,20000000.0,23925492.0,100.0,October,Europe
514,R,Action,1998,6.1,70000.0,60000000.0,93107289.0,111.0,April,North_America
515,R,Crime,2004,6.2,84000.0,45000000.0,65470529.0,103.0,March,North_America
516,R,Fantasy,1987,6.1,23000.0,3500000.0,14000000.0,92.0,May,North_America
517,R,Biography,2019,7.8,344000.0,159000000.0,968853.0,209.0,November,North_America
518,PG_13,Comedy,2001,5.9,39000.0,22000000.0,26086706.0,90.0,February,North_America
519,PG,Comedy,1994,6.2,3400.0,15000000.0,1316865.0,108.0,October,North_America
520,PG_13,Comedy,2010,4.7,9200.0,20000000.0,60673972.0,121.0,April,North_America
521,PG_13,Biography,2003,6.9,74000.0,12000000.0,33030115.0,100.0,January,Europe
522,PG_13,Comedy,1998,5.1,8200.0,35000000.0,10493366.0,91.0,November,North_America
523,PG,Adventure,1986,5.7,13000.0,18000000.0,9697739.0,107.0,June,North_America
524,R,Horror,1985,5.5,63000.0,3000000.0,29999213.0,87.0,November,North_America
525,PG_13,Action,2008,6.6,98000.0,20000000.0,41627431.0,113.0,March,North_America
526,PG_13,Comedy,2014,7.2,98000.0,13000000.0,54837234.0,102.0,October,North_America
527,R,Horror,1984,5.9,14000.0,1065000.0,2491460.0,79.0,November,North_America
528,PG,Adventure,2019,7.5,21000.0,16000000.0,75741734.0,109.0,May,Asia
529,PG_13,Biography,2015,6.9,37000.0,26000000.0,27972023.0,127.0,November,South_America
530,R,Action,1990,6.1,11000.0,7000000.0,4348368.0,91.0,September,North_America
531,R,Drama,1992,7.3,89000.0,10000000.0,4184990.0,134.0,August,Europe
532,PG,Adventure,2008,3.8,23000.0,20000000.0,149292488.0,91.0,October,North_America
533,R,Horror,1984,5.6,11000.0,1250000.0,4654423.0,88.0,August,North_America
534,R,Adventure,2007,6.8,25000.0,25000000.0,7674033.0,101.0,September,North_America
535,PG,Drama,1992,7.0,4100.0,10000000.0,15164458.0,112.0,October,North_America
536,PG_13,Biography,2012,7.3,250000.0,65000000.0,275293450.0,150.0,November,North_America
537,PG,Drama,2007,7.1,147000.0,17000000.0,137587063.0,96.0,February,North_America
538,R,Action,2007,7.5,180000.0,67000000.0,25422088.0,191.0,April,North_America
539,PG,Adventure,2019,6.9,239000.0,183000000.0,1050693953.0,128.0,May,Europe
540,PG_13,Action,1989,6.4,13000.0,5000000.0,1700000.0,97.0,November,North_America
541,PG_13,Action,1991,4.1,3000.0,6000000.0,869325.0,107.0,August,North_America
542,G,Animation,2003,5.4,15000.0,20000000.0,186303759.0,72.0,February,North_America
543,PG_13,Biography,2005,7.8,239000.0,28000000.0,186797986.0,136.0,November,North_America
544,R,Action,1995,5.6,112000.0,90000000.0,113493481.0,96.0,June,North_America
545,G,Animation,1982,7.6,37000.0,7000000.0,14665733.0,82.0,July,North_America
546,R,Action,1991,6.0,3800.0,10000000.0,14061361.0,83.0,March,North_America
547,G,Animation,1988,6.7,45000.0,31000000.0,74151346.0,74.0,November,North_America
548,R,Action,1980,7.1,9000.0,3500000.0,7063886.0,131.0,June,North_America
549,PG_13,Action,2013,7.7,468000.0,190000000.0,467365246.0,132.0,May,North_America
550,PG_13,Comedy,2003,3.4,38000.0,19000000.0,39267515.0,85.0,June,North_America
551,R,Drama,1994,6.2,54000.0,70000000.0,131002597.0,125.0,June,North_America
552,PG,Comedy,1981,5.0,761.0,3500000.0,17569027.0,100.0,May,North_America
553,R,Action,1992,6.5,8500.0,20000000.0,9223441.0,101.0,March,North_America
554,Not_Rated,Drama,2005,7.3,23000.0,14200000.0,674918.0,139.0,June,Europe
555,PG_13,Action,1999,6.4,191000.0,135000000.0,361832400.0,128.0,November,Europe
556,PG_13,Crime,2005,6.4,101000.0,80000000.0,162944923.0,128.0,April,Europe
557,PG_13,Action,2016,5.8,53000.0,28000000.0,16457494.0,108.0,February,North_America
558,R,Action,2009,6.4,124000.0,20000000.0,51417188.0,98.0,January,Oceania
559,R,Action,2012,5.4,136000.0,65000000.0,240159255.0,95.0,September,Europe
560,PG_13,Comedy,2001,4.8,58000.0,47000000.0,85191134.0,84.0,June,North_America
561,R,Drama,1992,7.7,242000.0,41000000.0,243240178.0,138.0,December,North_America
562,PG_13,Adventure,2017,5.7,51000.0,5300000.0,62198461.0,89.0,June,Europe
563,PG_13,Action,2010,7.5,394000.0,60000000.0,48917974.0,112.0,August,North_America
564,PG,Comedy,2007,5.4,142000.0,175000000.0,174440724.0,96.0,June,North_America
565,PG_13,Drama,1989,7.4,19000.0,10000000.0,31906454.0,108.0,March,North_America
566,R,Drama,2008,7.9,294000.0,6000000.0,44734660.0,109.0,January,North_America
567,PG_13,Action,2010,7.0,295000.0,58000000.0,199006387.0,111.0,October,North_America
568,PG,Comedy,2002,6.8,22000.0,15000000.0,18009625.0,97.0,June,Europe
